,ID,Text,Sub-task A,Sub-task B,en_translation
1108,C7.971,"Yar main atah Hun movie review dekhne , aur dekh ke jata Hun har bar political
chutiyapa",OAG,NGEN,"Man I'm SO Hun Movie Review view, and see every time political Chutiapa"
1109,C7.667,Librandu sab saale gadhar hai,OAG,GEN,Librndu all law traitor
1110,C32.132.3,@K SAHA 😒,NAG,NGEN,@K SAHA
1111,C23.27.1,Jai Shree ram,NAG,NGEN,Jai Shri Ram
1112,C36.604,ONLY BHARTYE SANSKREET APNAO jo adhami ko jeena ka treeka seekhata,NAG,NGEN,Only Barta Snskreet Embrace who learns people how to live
1113,C20.191,Fursat mei nikal,NAG,NGEN,Nickel leisure
1114,C7.432,ekdm sahi bhai,NAG,NGEN,Perfect brother
1115,C19.105,filmy news upasna mam se sunna achha lgta hai,NAG,NGEN,Film News worshiped like to hear from Mam
1116,C4.1426,"Ye movie feminist ki gand jalane k liye banayi hui hai, itna feminist
propaganda k baad ek Movie to banti hai.",CAG,GEN,"It has made for a Gnd burning movie feminist, so made a movie since the feminist propaganda."
1117,C7.795,Isme movie rewiew hai kya 😂😂,NAG,NGEN,Is there a movie Raviav
1118,C36.1023,zyada freedom dene se yahi hota he 😡😡😡,CAG,NGEN,More freedom to have the same
1119,C4.159,College ka lrofesslr diwana hai wo erotic thriller likhta hai,NAG,NGEN,Lrofesslr obsessed college he writes Erotic thriller
1120,C4.1207,"मे तो कहता कि तू chutiya है ये जो आप बता रहे हैं है ना कि सब chutiya PA है भाई
सबको पता है कि मूवी ने ऐक्टिंग ही होती है इस मे कोई नई बात नहीं है इस वीडियो
में मुझे तो तुम chutiye लगे",OAG,NGEN,On to say that you chutiya is it that you are not telling that all chutiya PA brother to let everyone know that the movie has the same acting in this is nothing new to me in this video you took chutiye
1121,C7.2058,"Bhai sari life single reh lunga par bhagwan kabhi fb or YouTube wali feminist
life me na aa jae",NAG,NGEN,Brother saree comes not God ever Fb and YouTube by feminist Life will remain Life Single
1122,C7.677.3,Toh Nikal chutiye kyu Dekh Raha hai?,OAG,NGEN,Toh out Cutiye watching us!
1123,C7.735,bro ...gyann chodne ke liye naya channel bana le...yaha bs review kar .....,OAG,GEN,BRO ... take Gyanan create a new channel to leave ... just review here .....
1124,C7.2164,Aapka review sun ke film dekhne se jyada mja aa jata Hai Kai bar,NAG,NGEN,Your review hearing is coming more fun than watching the movie multiple times
1125,C25.491.2,Ambar Dey hahahahaha sahi kaha,NAG,NGEN,Stacks Day Hhhhh said right
1126,C7.2541,Film companion ko sahi jabab diyaa...,NAG,NGEN,Film correct reply to Companion ...
1127,C7.1402,app filmi campaign ki baat kr rhe ho na😂😂😂😂😂😂,NAG,NGEN,App not be talking about the film campaign
1128,C36.374,Well liberals ko new topic mil geya fight karne ke liye.,NAG,NGEN,Well Liberals to fight got new topic.
1129,C4.276,Bhai ap na mjhe bdl diya hai.,NAG,NGEN,Brother you have not changed Notify me.
1130,C36.773,India main se sabhi gandu.o.ko.mardalna chahiye..,OAG,NGEN,India must all Gandukokkokmrdlna of ..
1131,C7.628,"Jitne bhi Feminist he aap log Jake kabir Singh se treatment le lo tum log puri
tarah thik ho jagoge..😂😂i like the movie aaj 2nd time gaya tha movie ko😘😘",NAG,NGEN,All the feminist Hey you guys take Treatment Jake Kabir Singh ye the movie fully written Jagogekki cured film today was 2 NDA Time
1132,C45.321.2,Call daw imo namber...008801850322634,NAG,NGEN,Call if you namber ... 008801850322634
1133,C4.1002,"Maine move on kr liye Thanks for you and jarurat hai aap logo ki Life me aage
badh ne ke liye",NAG,NGEN,I moved to thank for U and need to make you move forward in life logos for
1134,C21.159,Bhut accha review dete ho bhai ji,NAG,NGEN,Very good pay review brother
1135,C7.110,"Kabir Singh ne Preeti Ko mara ek thappad jitna Preeti Ko Dil par nahi laga
usse jyada Feministo ke muh pe laga hai.",CAG,NGEN,Kabir Singh did not pay him much mouth Feministon heart a slap as love struck love.
1136,C4.287,"Apney pay self reliant is the definition of mard, perfect!👍",NAG,NGEN,"Apney pay self reliant is the definition of mard, perfect!"
1137,C7.929.1,isiliye kehte hai pura video dekhe bagair comment nahi karte 😂😂,NAG,NGEN,So says the full video do not comment without seeing
1138,C32.85.1,Kaha se ho monu,NAG,NGEN,Said the Monu
1139,C7.1120,Ye log wahi bolte jaha se kuch publicity mil sake,CAG,NGEN,They could speak to get some publicity from where
1140,C7.264,"जब तक सिनेमा है फ़िल्म मेकर चूतिया बनाते रहेंगे और तुमलोग चूतिये बनते रहोगे,
फ़िल्म का रियल लाइफ से जोड़ेंगे तो बहुत बड़े बाले हो ।",CAG,NGEN,"Unless cinema film maker will continue to make Cutia and made you guys Cutiye, then add the real life of the film is very large children."
1141,C61.1297,Pagal aurat,OAG,NGEN,crazy woman
1142,C4.1771,"Behenchod kahan mar gaya tha . Lawde ke baal **Shwetabh** **i love you**  
Beeeheeenchoooooooooooooo",OAG,GEN,Behenchod kahan mar gaya tha. Lawde Ke Baal Cshvetb ** ** ** I love you ** Beaheatrrchoऒऒऒऒऒऒ
1143,C9.91,Kitne ache se defend krta h rajdeep,NAG,NGEN,How many Difend of like you are Rajdeep
1144,C7.647,"Bhaiya right side k gaal pe dadhi Kam aa Rahi he ya phir video me esa dikh
raha he muje batao pls",NAG,NGEN,"Brother Wright's side that is coming on cheeks beard work, or see it in the video tell me plus"
1145,C7.1209,"Achi movie nhi h wohi ghisi piti stoey waste of time n money...1st half thoda
thik thak 2nd half bakwas...lg rha jabardasti koi baitha dia ho",NAG,NGEN,Its good movie not the same level of time or money ... 1st Half a fine 2 NDA half fuck sake worn soundly Stoa ... looks to be a forced to sit
1146,C25.458,"Hamara desh kahta hai ki ladke or ladkiyo Mai koi fark nhi hai to kanoon
vivastha Mai fark Kyo Kiya Gya hai jisme kaafi beksuro ki bhi Jaan chali jaati
hai aaj ke time Mai logo ko ek dusre se baat krne ka time nhi hai fir bhi unke
riste daaro pr bhi 498 a LGA dete hai ye htana chahiye",NAG,NGEN,Hamara desh kahta hai ki ladke or ladkiyo Mai koi fark nhi hai to kanoon vivastha Mai fark Kyo Kiya Gya hai jisme kaafi beksuro ki bhi Jaan chali jaati hai aaj ke time Mai logo ko ek dusre se baat krne ka time nhi hai fir bhi unke riste daaro pr bhi 498 a LGA dete hai ye htana chahiye
1147,C10.448,Arundhati tere gaand mein goli padi hai kabhi..,OAG,GEN,Never Arundhati have been shot in your Gad ..
1148,C4.966.1,"Maine yhi dekhi thi. Worth watching. Ayushmankhurana ki isliye bht respect
karti hu.",NAG,NGEN,That's what I had observed. Worth watching. Who does the recruitment Respect of Ayushmnkhurana.
1149,C7.956,"Liberals aur feminist bc bas ye promote Karti hai ladki chhote lapse pehne
Raat me road pe nange ghume ya 25 ladkon k Sath sex kare sab Sahi hai re bc
budhii kya fuddi me chali gyi in bhosadbudhhi logon ki",OAG,GEN,Liberals aur feminist bc bas ye promote Karti hai ladki chhote lapse pehne Raat me road pe nange ghume ya 25 ladkon k Sath sex kare sab Sahi hai re bc budhii kya fuddi me chali gyi in bhosadbudhhi logon ki
1150,C7.2405.4,"@Arth. A. Are bhai vo sab apne fayde ke liye late h ya dusro ke nuksan ke liye
success tabi hoga jab universal welfare ke liye laya jayega",NAG,NGEN,@meaning. Received. Hey they all have success only to be brought for their own benefit or others and damage will be brought to the Universal Welfare
1151,C10.377,कितना आवश्यक है उस भाषा में डिबेट करना जो भाषा आपके पेनलिस्ट्स से आती ही नहीं।,CAG,NGEN,How important is it to debate in a language that language not only come from your Penlists.
1152,C9.266,"Abhi Lallantop wo MLA, MPs Ministers jo muh say sandaas krtay hai unko bhi is
list may shamil kro.",CAG,NGEN,Just Lllntop she also rubbed MPS ministers who do Sndas mouth them included in this list.
1153,C25.491,neha ji muja lagta h tumhare ghar pe baap bhai nahi h,NAG,NGEN,"Neha are I think are not you at home father, brother"
1154,C7.699,Shi bat keh re hai ap,NAG,NGEN,The right thing to say Ray you
1155,C7.1382,"equality ke nam pe sirf manmani chalu hai inaki.. girl kuch kare o sahi hai or
boy wahi kare to kharab hai.. yahi enaki equality hai.",OAG,GEN,On the name of equality just arbitrary on their .. Girl is programmed to correct and boy is the same to the poor .. That their equality.
1156,C9.71,सर नेता वाली पोशाक,NAG,NGEN,Dress by Sir leader
1157,C32.34,"Koi hai mujhe sari jindegi keliye  
Sath me rakhe",NAG,NGEN,Put someone with me for sari life
1158,C36.1123.1,"Tu saale gandu yaha humse gand marwa waha tere jaise hijde jo same gender ke
sath gand marwate ho gand felane ke siwa kuch nahi karoge. Hamare fouji tum
jaiso ki gand marna bhi pasand nahi karenge.",OAG,GEN,Tu saale gandu yaha humse gand marwa waha tere jaise hijde jo same gender ke sath gand marwate ho gand felane ke siwa kuch nahi karoge. Hamare fouji tum jaiso ki gand marna bhi pasand nahi karenge.
1159,C21.271,Damini ki yaad aa gyi kya apko?,NAG,NGEN,Have you remembered Damini?
1160,C4.1731,War movie ka review kro......,NAG,NGEN,War movie ka review kro......
1161,C33.107,Giska man kera bo kesi ke bhe sath reha sakta ha cha bo man ho ya woman ho,NAG,NGEN,Whose mind Kera Bo has anyone can live with f Bo mind or Woman
1162,C21.52,"Pratik @ sir , brilliant movie h . Last night ka show dek k aaya hun .Nind ud
gyi bhai, aapke review dekhne k baad he movie ka plan kiya. 10/10 star nd
really it's epic nd brilliant movie . . .wow",NAG,NGEN,"Icon @ sir, Brilliant movie. Last night I show came a deck .Nind ud gyi bhai, aapke review dekhne k baad he movie ka plan kiya. 10/10 star nd really it's epic nd brilliant movie. . Kwao"
1163,C7.315,Ek word chl be chup 😈,CAG,NGEN,Two silent running a Word
1164,C7.1920,Bhadwa borade 😂,OAG,NGEN,Pimp Borade
1165,C4.1574,"Very true.. Brother.  
Bollywood humko Chutiya bna raha h Itne salo Se..  
Desh Sankat me h Bhailog... Bachalo Duniya ko..  
Bollywood garbage h",NAG,NGEN,Very true .. Brother. The Bollywood made Humko Cutia so year .. country level Bilog crisis ... Bchalo are garbage world .. Bollywood
1166,C9.172,Usne Sahi kaha,NAG,NGEN,He's right
1167,C7.2195,**Ladkiyon** se itna chirta h tu... Teri soch pe **Aaaa thu**,CAG,NGEN,** girls are Cirta so ** you ... your thinking pe ** aaaa ye **
1168,C32.154,kya baat h dada 😎gjb👌🏻,NAG,NGEN,What level grandfather amazing
1169,C7.1996,Bhot sahi bhie i love you,NAG,NGEN,Too right I love you
1170,C4.1651,Telegram m post dalna kyun bnd kr di ..,NAG,NGEN,Add Post in telegrams Why stopped ..
1171,C20.171,Jaliii,CAG,NGEN,Aqueous
1172,C21.102,"अक्षय खन्ना के लिए फ़िल्म देखी , बाहर आते समय सिर्फ तरुण सलूजा दिमाख में छा गया
.  
कथानक के साथ सब ही किरदार जबरदस्त .",NAG,NGEN,"Viewed film for Akshay Khanna, while coming out just fell in Tarun Saluja Dimak. Tremendous all the characters with the plot."
1173,C4.609.1,"@Madhusmita Pradhan yaar try to understand.... shwetabh bhai ka koi kharap
intentions nahi hai....  
  
and gaaliyaa toh chaalta hai yaar.....  
literal nahi hai gaaliyaa.... bhaavnaiye hote hain gaaliyaa...",NAG,NGEN,@Madhusmita Pradhan yaar try to understand .... shwetabh bhai ka koi kharap intentions nahi hai .... and gaaliyaa toh chaalta hai yaar ..... literal nahi hai gaaliyaa .... bhaavnaiye hote hain gaaliyaa ...
1174,C21.134,Bhi aap mic kon sa use kar ty ho please bata do,NAG,NGEN,Two also tell you please fix it Mic angle bit
1175,C38.323.1,"viral entertainment bhenchod mujhe to pta hi nhi india me itne gandmro ki foj
he sale shi kha bro meetha",OAG,GEN,Viral Entertainment Benchod told me you know not Indian army so Gandmro O cell right BRO Sweet
1176,C7.486,NO mean NO..sahi hay bhai..Real passion follower👌,NAG,NGEN,NO mean NO..sahi hay bhai..Real passion follower
1177,C26.126,bahut accha bhai very good,NAG,NGEN,Very Good Brother Very Good
1178,C4.2162,"Ye bdsk, din me teen-char baar puuchta hai,""kaam kar rehe ho ke nahin?""  
Ek baar nahin, teen char baar!",OAG,GEN,"These Bdsk asks three or four times a day, ""not to be working?"" Not once, but three times!"
1179,C9.313,रंगा बिला मुजरिम थे जिन्होंने मासूम बच्चों की जान लि थी । बहुत ददनाक दिन था वह,NAG,NGEN,Ranga Kiev criminals who kill innocent children LTD. Was very painful day
1180,C36.776.1,@Hydrich Himmler sahi kaha,NAG,NGEN,@ Hadric said Himmlr right
1181,C29.15,बच्ची के साथ रेप हुआ ही नही ....हिन्दू धर्म को बदनाम करने की साजिश,CAG,GEN,Not only had raped her .... conspiracy to defame the Hindu religion
1182,C36.937.1,ajay thakur. Ap mndi se ho,NAG,NGEN,Ajay Thakur. You have to market
1183,C7.400,Bhai please passengers 2016 movie ka review karo... Please,NAG,NGEN,Bhai please passengers 2016 movie ka review karo... Please
1184,C4.2102,mujhe bhi bekoof lagi dioloug nhi h ladki ke pass puri movie me,NAG,NGEN,I even full-length movies to not that the chick Diolog engaged Bekuf
1185,C7.2415.2,"Maine kab kaha ladki thappad mare to ABNORMAL Feminism ki hypocrisy hai ?  
Lagta hai Aapki Hindi bahot hi jyada kamjor hai ... Video dobara dekhiye
shayad aap is bar samajh jao !",CAG,NGEN,Maine kab kaha ladki thappad mare to ABNORMAL Feminism ki hypocrisy hai? Lagta hai Aapki Hindi bahot hi jyada kamjor hai ... Video dobara dekhiye shayad aap is bar samajh jao!
1186,C33.132,Pagal,NAG,NGEN,by
1187,C25.456,"Ye andha kanoon hai Bhai logo or andhe hai kanoon bnane waale bandrio ke hath
Mai bramahsth de Diya desh ka Kya bhala HOAG aise kesh Mai to log marder hi
krke jail Jana thik hai 498A se best 13 ya 302 hai",CAG,NGEN,Ye andha kanoon hai Bhai logo or andhe hai kanoon bnane waale bandrio ke hath Mai bramahsth de Diya desh ka Kya bhala HOAG aise kesh Mai to log marder hi krke jail Jana thik hai 498A se best 13 ya 302 hai
1188,C20.296,Sali,OAG,NGEN,Sali
1189,C36.738.2,Pagal hae Kya pagal,CAG,NGEN,Crazy is crazy
1190,C4.2173.2,"@Gaurav abey anpadh gawar tujhe pata hai woh dawood ke chamche hai ? Gawar
gaandu woh hisaab se toh akshay kumar bhi Modi ka chamcha hai",OAG,NGEN,@ Pride Abe is illiterate illiterate you know he spoon of Davood? Gvr faghags he believes might have Akshay Kumar is tablespoon Modi
1191,C43.113,Hahaha jay hind se seedha gay hind😂😂,CAG,NGEN,Hahaha straighten gay Hind Jai Hind
1192,C4.1527.5,"@यश कुमार abe laude chutiye lagta hai kabir singh jaisa koi tujhe college mein
roj chudai karke ragging karta tha isliye tu ye filn dekh ke tera gandfaat
gaya.  
Aur rahi taste ki baat, thik hai mein porn dekhta hoon, sav dekhte hai par
tujhe sayad khada nehi hota hai😄 zindagi mein kabhu apna lullu thik se pakda
nehi abhi bhi ma ki god mein soke lori sunta hai doodh pita bachha hai
tu..isiliye kabir singh jaisa charavter dekh ke tujhe khauff aa raha haichal
haat",OAG,GEN,"@ Yash Kumar abe laude chutiye lagta hai kabir singh jaisa koi tujhe college mein roj chudai karke ragging karta tha isliye tu ye filn dekh ke tera gandfaat gaya. And Taste of thing, thik hai mein porn dekhta hoon, sav dekhte hai par tujhe sayad khada nehi hota hai zindagi mein kabhu apna lullu thik se pakda nehi abhi bhi ma ki god mein soke lori sunta hai doodh pita bachha hai Tukkisiliye Kabir Singh Jaisa Charavter Dekh Ke Tujhe Khauff Aa Raha Haichal Haat"
1193,C7.39,Mujhe to bakwas lagi bhai.........,NAG,NGEN,I began to fuck brother .........
1194,C9.170.2,Papu nam bjp ne nhi kumar vishwas ne dia tha,NAG,NGEN,Papu name BJP has not Kumar confidence
1195,C33.117,government ko ye kyun Nahi lgta ki caste system ko hatana chahiye?!,CAG,NGEN,They do not think the government should remove the Caste system ?!
1196,C4.754,"Bc kabhi itna funny explaination nahi dekha yaaar!! Btw me bollywood
movie.nahi dekhta kabhi aur ye kabir vibhir chutyapa bhi nai dekha bc but abhi
mann hi raha hai bhai ka explaination sunke!!bahot hasunga movie dekhte
samay😂😂😂😂😂😊",NAG,NGEN,Bc Kabhi Itna Funny Explaination Nahi Dekha Yaaar !! Btw me bollywood movie.nahi dekhta kabhi aur ye kabir vibhir chutyapa bhi nai dekha bc but abhi mann hi raha hai bhai ka explaination sunke !! bahot hasunga movie dekhte samay
1197,C33.174,"Sabke Apne Apne sexual orientation hoti hai, isme koi galat nehi hai...",NAG,NGEN,"Everyone has their own sexual orientation, there is no wrong ..."
1198,C4.2240.1,😂😂😂Lande,NAG,NGEN,countries
1199,C4.343,"Toxic relationship dekhna hai to SRK ki Anjaam dekho voh love story nahi hai
par acting class hai",NAG,NGEN,Toxic effects of Cirque the relationship has seen the look she's acting class at Love's Story
1200,C7.1994,"Liberals ki maa ki choot pakistaan k kharche pe palte hai sonam kaporr ki bhen
ki choot",OAG,GEN,Liberals mother's pussy Pakistan of the expenses on Thrive discount In Sonam Kaporr
1201,C36.992,"Ye kya topic h  
Isse jada achhe topic h unpr discuss kro",CAG,NGEN,These are what topic much good topic that they do Diskus them
