,ID,Text,Sub-task A,Sub-task B,en_translation
688,C45.769,"Vai durdanto hoyechee....sasan er kothay address ta dao...address ta diye 1 ta
video banao....Eta puratan bazar er dike ki???",NAG,NGEN,Give me the address where it was great .... The regime's brother ... that addresses the video made with 1 .... This is what the old market ???
689,C59.466,বাঃ রানু দি বাঃ😁😁😁😁,NAG,NGEN,The Bah Bah Ranu
690,C68.2,Vekare ta ka bate hata deya tarao,OAG,NGEN,Early we treat other medical molding
691,C45.406,"এদের পুলিশ ধরে না কেন, ঢেমনামো করে",OAG,NGEN,"Why did the police not to hold them, if dhemanami"
692,C46.202,"sab katakay high court er Uchit chilo Jama pant khulay ebong gota gaye meat
masala makhia tantay tantay alipur chiria khanai bagh aar songhor khacchay
dhukia deoa. at least meyatar atma jamon santhi peto temni bagh aar singho
gulor pet bhorto. alipur central jail thekay alipur chiria khana besi dur noi.",OAG,NGEN,sab katakay high court er Uchit chilo Jama pant khulay ebong gota gaye meat masala makhia tantay tantay alipur chiria khanai bagh aar songhor khacchay dhukia deoa. at least meyatar atma jamon santhi peto temni bagh aar singho gulor pet bhorto. alipur central jail thekay alipur chiria khana besi dur noi.
693,C59.1787,ami support kori...,NAG,NGEN,I support ...
694,C68.1062,ভোঁদা মন্ডল গান অামি দেখিনা ওতো তারছিড়া,OAG,NGEN,I do not believe music is obtuse Zone tarachira
695,C68.999,"কেউ হাবড়া থেকে শিয়ালদা গেলে তাকে আবার হাবরা আসার জন্য তার সাতিগণ রিকোস্ট করে
কিন্তু এটা জেনেনি ন যদি শিয়ালদাহর সতিগণ যদি না ছার এ দেই তাহলে কিন্তু সে ককনই
হাব্বড়া আসতে পারবেনা



নলেজ থাকলে বুজে নিন সকলে",CAG,NGEN,"No one from the Sealdah Habra Habra him back to the Sati rikosta her, but if it is non Jenenina siyaladahara satigana rubbish unless you do this, then he will not be able to come habbara kakanai Knowledge to shut it all"
696,C45.553.1,"@Indian village culture হাহা, দাদা মজার কথা বলছেন।",NAG,NGEN,"@Indian village culture haha, funny grandfather says."
697,C59.1010,Tar mane ebar theke barir jonno chakor lagle vogoban r kache chaibo 🤣🤣🤣🤣😅😂,NAG,NGEN,That means if the servant of the Lord's house to ask for
698,C62.132,আমার মতে তোর কোন ধর্মই নেই,CAG,NGEN,"In my opinion, you have no religion"
699,C44.334,hai bhogoban.eki 😏😏😏😏,NAG,NGEN,Oh bhagabanaekai
700,C65.169,bashi bangla mod khaile ja hoi r ki like diye janaben,CAG,NGEN,"Drinking alcohol in Bengali, which is more than what you like and tell"
701,C45.202,"বাহ!!! দারুনচোদা লোক তো আপনি!!!
ব্লগিং এর নামে ভালই মস্তি নিচ্ছেন!!",CAG,NGEN,Wow !!! So darunacoda guy !!! Masti are well known blogging !!
702,C68.857.3,Akdom right,NAG,NGEN,Akdom right
703,C45.80,200 koto khon ???,NAG,NGEN,When the tow koto 0 ???
704,C58.401,tore cude naki sali,OAG,GEN,tore Cude naki hall
705,C45.299,"যারা ওদের কাছে যায়, সেই পুরুষ দের video বানান
🌟💗🌟💗🌟💗♥💗🌟💗🌟💗🌟",NAG,GEN,"Who approached them, the man of the spell video"
706,C59.1683,Hahaha,NAG,NGEN,Hahaha
707,C68.6,"দাদা যে যেমন তাঁর ব্যবহার তেমনিই হয় ঠিক আছে নিজেকে বিশাল কিছু ভাবছেন😂 রানি 😜
মণ্ডল😂 😂",CAG,NGEN,"His grandfather used to such a huge thing to have happened, I think it is the queen collar"
708,C46.145,Ohhhhh vogoban..amader meyeder rokha koro...,NAG,GEN,Ohhahaha bhagabanaamadera save the girls ...
709,C44.49,এর বাপ মা একটা পাঠা আর পাঠি জন্ম দিয়েছে,CAG,GEN,"His father and mother gave birth to a send, and send"
710,C47.134.2,এরকম লটঘট করা মহিলারা খুব ভাল হয়।,CAG,GEN,Lots of women like the pots are very good.
711,C59.2359,Ranu holo akta okritoggo beimaner baccha.,OAG,NGEN,Ranu beimanera is an ungrateful child.
712,C44.127,"নামটা ঠিক হয়নি, এটা বাস্তবে সম্ভব",NAG,NGEN,"Not just the name, it is possible in practice"
713,C59.1340,Ranur ceharar vitore ciminal vab ase,CAG,NGEN,Amanullah saminala effect in the Sahara
714,C59.2205,Bhai Nice,NAG,NGEN,Bhai Nice
715,C61.1192,Randi,OAG,GEN,Randi
716,C61.641,আমার ভুদা,OAG,GEN,My bhuda
717,C62.168,বেয়াদব অপু,OAG,NGEN,APU undisciplined
718,C45.379,ভিডিও করা উচিৎ হয়নি আপনার ওদের পেটে লাথি মারছেন কেন,NAG,NGEN,Why you should not have made a video of them kicked in the stomach came under
719,C66.5,এরা কি দুইজন হিন্দু ধর্মের মানুষ?,NAG,NGEN,What these two people in the Hindu religion?
720,C44.187,Bal,NAG,NGEN,Ball
721,C44.36,Knob. Valo,NAG,NGEN,Kanva. Good
722,C45.484,"Tomar sob video te 200-300like even 3k o na but ai video te 1m like paale valo
contact kintu aata😊",NAG,NGEN,"Your video does not boot to0300like ibhena 3A and good contacts, but this video 1st flock like flour"
723,C59.509,👌👌👌👌👌,NAG,NGEN,
724,C59.2214,"দারুন দারুন দাদা অপেক্ষায় ছিলাম,,,,,",NAG,NGEN,"Great great grandfather waited ,,,,,"
725,C68.307,Pagli cjdo haram daji kutni,OAG,GEN,Silly Sjdon Haram Daji procure
726,C45.402.4,Baruipur...sahson,NAG,NGEN,Baruipur ... Shson
727,C44.13,Khob kharab,NAG,GEN,cup kharab
728,C59.1202,Thik bole6o vi,NAG,NGEN,Thich bole6o vi
729,C59.2278,believe hoy na j ranu mondal ai rakom,CAG,NGEN,Ranu Zone like this that are not beliyebhe
730,C68.388,ওকে ঘুটির মালা পরিয়ে পূর্ব স্থানে রেখে আসা উচিত।,CAG,NGEN,He should be left in place the garland ghutira.
731,C59.1881,অহংকার পতনের মুল...........,NAG,NGEN,The fall of pride ...........
732,C62.332,sali magi,OAG,GEN,magi salts
733,C45.562,নামুষ জে আত খারাপ আমি আগে জানি না,NAG,NGEN,At times I do not know namusa J.
734,C68.27,Title r Sathe video r kono mil nei ..,CAG,NGEN,There is no match to the title of the video ..
735,C45.782.2,Ki kore vai bolbe please,NAG,NGEN,Please say what is Brother
736,C59.2366,"উচিৎ জবাব দেবার জন্য ধন্যবাদ
বাংলাদেশ",NAG,NGEN,Bangladesh should thank you for answering
737,C68.422,পাগলির চোদার অভাব আছে,OAG,GEN,There is a lack crazy chowder
738,C59.1400,Ranu mondoler gaan Sona to dure thank.or mukhthao hate Kore.,NAG,NGEN,I hate listening to music on earth Ranu mukhathao thyankaora away.
739,C59.1646,রানু মন্ডল নাকি পোঁদু মন্ডল।,CAG,NGEN,Ranu Zone or Zone poda.
740,C59.1661,R8 vai,NAG,NGEN,R8 or
741,C59.1994,Akdm thik bole6en...,NAG,NGEN,Exactly Blair 6 N ...
742,C68.343,Baler video baniye chen,CAG,NGEN,Chen made Baal Video
743,C59.975,Ha bro,NAG,NGEN,having bridge
744,C68.1315.1,Ripon Majumdar,NAG,NGEN,Ripon Majumdar
745,C46.51,eder k rastay fasi dite hobe,OAG,NGEN,Who would hang them on the street
746,C66.38,Mitilar perfect juti🤣🤣🤣,NAG,NGEN,Mitilar perfect juti
747,C47.97,Gud marani,OAG,GEN,Good eternal
748,C62.65,"ইসলাম ধর্ম নিয়ে খেলা করেছে শয়তান,,মরার পর বুঝবে😠😠",OAG,NGEN,"Islam ,, playing with the devil you know after death"
749,C55.116,Family valo na tahola may koto valo hoba ..chi ..o may naki,NAG,GEN,It would be better if you do not like Family ci koto o May or May
750,C68.838,"Ranu do boka ,ok khoma more din",NAG,NGEN,"Ranu r stupid, forgive him"
751,C68.639,Arei etato pagol,CAG,NGEN,"Hey, that's crazy"
752,C59.195,Wahhh ranu di wahhh.....😜😜😜👌👌👌,NAG,NGEN,Testimony Testimony ranu in .....
753,C59.2092,Tumi ekdom thik kotha bolo,NAG,NGEN,You say okay
754,C46.226,"10 ta humo sexual der mod khaye he ei khankir chhele der tule dite hobe ar ai
mulla chudar dhone kete nau nay palika hay ice liye victim nay pai sattikotha
ki nay palikai desh ta chalachhe",OAG,GEN,10 ta humo sexual der mod khaye he ei khankir chhele der tule dite hobe ar ai mulla chudar dhone kete nau nay palika hay ice liye victim nay pai sattikotha ki nay palikai desh ta chalachhe
755,C59.1512,vai ekdom thik,NAG,NGEN,Exactly brother
756,C46.171.2,"@Soumen Mondal
☺2/4 te kharap manus ar jonno to sobai ke kharap bolo uchit na tai na",NAG,NGEN,@ Saumena on Zone 24 is for bad people should not say that everyone who is not so bad
757,C68.1158,আপনি অনেক সুন্দর কথা বলেছেন ভাই,NAG,NGEN,You pretty much says brother
758,C68.172,"পায়ের জুতো জত দামিই হোক সেটা কিন্তু জুতোই হয়😑
আর সেটা পায়েই পরে..
ভুল ভাল মানুষকে ভাইরাল করলে তার দাম তো আকাশ ছোয়া হবেই😅",CAG,NGEN,"However, it is jutoi damii jata boot, but after payei .. wrong, and it's well worth it when you reach the sky will be the viral"
759,C61.139,বকাচদা,OAG,GEN,The evil
760,C59.2371,Wa: dada bhai wa:.. darun bol6o sotty...,NAG,NGEN,I: Dada b Yes. . Languor do pot l6 you along ty. . .
761,C68.553,Amio valo acting Jani ku amk help krbe ?,NAG,NGEN,I know it is acting like someone who will help me?
762,C46.236.4,"খানকির ছেলে মাদার চোদ হিন্দু চোদা ভোলানাথ নস্কর কি তোর নাজায়েজ বাবা ছিল۔
শুয়োরের চোদা۔ জাত ধর্ম না দেখে মানুষ কে ভালোবাসা সেখ সমাজে সন্মানপাবি۔ তোদের
মতো জানুয়ার দের জন্য আজ সমাজ রসতলে যাচ্ছে ۔۔۔۔۔۔",OAG,GEN,"Mother, son Bholanath film Naskar Hindu slut coda to what your father was unlawful. Pork film. People who love to see the varieties of religion in society sanmanapabi Sheikh. As of January of you today is rasatale society ......"
763,C68.1256,O to EKTA gordov,CAG,NGEN,The ESF in Gordis
764,C61.1213,Petni,OAG,GEN,Petni
765,C46.171.1,@suhana sk ta bote,NAG,NGEN,@suhana sk bote
766,C44.271.2,"Amber hindu dorme asavabik r onny, karap kaj oke. Asa kori bujte pere6en 😏😏😏",NAG,NGEN,"Amber is unique to Hinduism curious, bad things OK. I hope to be able to understand 6 N"
767,C59.2248,moner kotha ta bolechen dada,NAG,NGEN,Grandfather says it's mind
768,C45.409,Sob sali tmc r lok,NAG,GEN,All the people Sali tamake
769,C59.480,এটাকে just আর নিতে পারছি না.. মাথা নষ্ট হয়ে যাচ্ছে..,NAG,NGEN,It just can not take anymore .. is going to lose his head ..
770,C68.123,"Aapni ekdom sotti bolchen Ranu beimaan, beimaan, beimaan",CAG,NGEN,"You say Ranu true traitor, traitor, traitor"
771,C68.849,"Asole ki bolen to, karo sajjo hocce na j ranu celebrity hoyece?",NAG,NGEN,"In fact, he said, not that anyone expected gentleman Ranu hayese celebrity?"
772,C61.892,Bara age nije ke platform de bara abhijit,OAG,GEN,Before a platform to grow your own grow Abhijit Dey
773,C45.415,"😔😔😔 Oder chehra dekhle, oder ovaber kasto ta bojha jaay... Ora sakh kore e
kaaj kre na.. Oder niye vdo na balalei valo krte!!!",NAG,NGEN,"Seeing their appearance, their lack of passion in the person suffering ... it is understood that the video does not work .. they seem to do better !!!"
774,C65.34,pori moni ekta magi,OAG,GEN,She is a fairy cunt
775,C46.206,Fasi deoya dorkar na hole aro din din kharap er dike duniya ta jab a,NAG,NGEN,If you do not need to hang onto more worse day by day in the world of the jab
776,C59.1566,Right bro chaliye jao,NAG,NGEN,Right BRO Let Go
777,C44.310,"ছি...!! আর কতো নোংরা হবে সমাজের মানুষ!! বমি করি এদের মুখে যারা ভাই বোনের মতো
একটা পবিত্র সম্পর্ক কেও এই ভাবে নোংরা করে!! 🤮🤮",OAG,GEN,... phew !! How many people in the community would be messy !! We were up in the face of a holy relationship as brothers and sisters who are also dirty again !!
778,C59.1867,<https://www.youtube.com/channel/UC2YKtFd6wPY6y_JMWYhkmKw>,NAG,NGEN,<https://www.youtube.com/channel/UC2YKtFd6wPY6y_JMWYhkmKw>
779,C59.2324,Darun.... Darun..... Darun.....,OAG,NGEN,Darren .... Darren Darren ..... .....
780,C59.1517,"Ranur meyeke noi kasa konsi die marte hole ranu ke maro ami balo pabo sala
bikari",OAG,NGEN,Ranu is the daughter of Amanullah's mother can sometimes be hit with class kanasi year when I sell fine
781,C68.40,BAJE MEYE VIKARI JODI RAJA HOY TOBE TAR VIKHARY PESHA THAKE JAI,OAG,NGEN,"Bhikari bad girl is king, then his career went Lazarus"
782,C68.554,Sala kutta,OAG,NGEN,Fuckin dog
783,C68.747,Oi ranu nijeke ki bavo,CAG,NGEN,Ranu myself that what babha
784,C44.367,অসাধারণ,NAG,NGEN,Remarkable
785,C59.8,"রানু মন্ডলের সুরেলা কণ্ঠ যেমন উচ্চ প্রসংশার দাবি রাখে ..তেমনি অকৃতজ্ঞার
ধিক্কার",CAG,NGEN,Deserves high praise as Ranu mandala harmonious voices indignation temani akrtajnara
786,C46.130,"Muslim rai emn kaj korte pare, janoyar bachara, oder sobar fasi chai",OAG,NGEN,"Rai Muslim who can work, live animals, all of them would be hanged"
787,C47.130,"Original khankir bachha take dekhte khub ichhe korche....😁😁😁😁😁😁puro gud er
nesha te puro pagol choda hoye gache...",CAG,GEN,Are very pleased to see him sort out the original khanakira .... on the whole crazy cunt intoxication has been posted ...
788,C44.269.2,Abe sala ora vai bon na or masir meya bujhle,NAG,NGEN,"Brother, sister, aunt, daughter, he did not appear in person you know Sala"
789,C61.546,amar gane tui hole guder bata bancod vikarer baccha ohonkar maracho rande,OAG,GEN,Fisting my songs when you paste bikarera bamkada baby pride march rande
790,C65.250,পরি গাঁজা খাইছে সাথের টা ইয়াবা মদ সেক্স একটু পরে চলবে,CAG,GEN,Cannabis wear vintage sex tablets beaten up with a little after noon will
791,C45.265,Bhai video ta ki pen camera diye korecho??,NAG,NGEN,What have you done with the video camera Brother panties ??
